5859200,18,5857000,27,5859300,159,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5868900,200,5853000,150,5869500,50,5852500,100,5870000,400,5851000,5,5871000,10,5850100,89
5859200,18,5857000,27,5859300,159,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5,5871000,10,5850100,89
5859200,18,5857000,27,5859300,159,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5853000,150,5868900,200,5852500,100,5869500,50,5851000,5,5870000,700,5850100,89,5871000,10,5850000,100
5859200,18,5857000,27,5859300,159,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5853000,150,5863300,5,5852500,100,5868900,200,5851000,5,5869500,50,5850100,89,5870000,700,5850000,100
5859200,18,5857000,27,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5853000,150,5863300,5,5852500,100,5868900,200,5851000,5,5869500,50,5850100,89,5870000,700,5850000,100
5859300,59,5857000,27,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856000,3,5863300,5,5853000,150,5868900,200,5852500,100,5869500,50,5851000,5,5870000,700,5850100,89,5870700,10,5850000,100
5859300,59,5857000,27,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856000,3,5863300,5,5854400,100,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5,5870700,10,5850100,89
5859300,59,5857000,27,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856000,3,5863300,5,5854500,100,5868900,200,5854400,100,5869500,50,5853000,150,5870000,700,5852500,100,5870700,10,5851000,5
5858700,100,5857000,27,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5863300,5,5854400,100,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857000,27,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857000,26,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
5858700,100,5857000,26,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854400,167,5863300,5,5853000,150,5868900,200,5852500,100,5869500,50,5851000,5,5870000,700,5850100,89
5858700,100,5857000,126,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854400,167,5863300,5,5853000,150,5868900,200,5852500,100,5869500,50,5851000,5,5870000,700,5850100,89
5858700,100,5857000,26,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854400,167,5863300,5,5853000,150,5868900,200,5852500,100,5869500,50,5851000,5,5870000,700,5850100,89
5858700,100,5857000,26,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854500,100,5863300,5,5854400,167,5868900,200,5853000,150,5869500,50,5852500,100,5870000,700,5851000,5
